ticket_id,request_date,customer_id,customer_name,region,country,industry,request_type,request_description,business_value_usd,priority,risk_level,legal_required,product_required,owner_business,owner_legal,owner_product,status,deadline,close_date,response_summary,need_cross_team,response_days,is_overdue,suggested_action,block_revenue_flag
TICKET_094,2026-03-01,CUST_037,拉美_跨境_037,拉美,巴西,跨境电商,日志留存要求,客户合规需求说明,83370,P0,高风险,0,1,业务,法务,产品,已关闭,2026-04-01,2026-03-09,待响应,1,8,0,拉通产品确认日志留存周期、审计能力、访问权限和可配置范围,1
TICKET_095,2026-01-01,CUST_027,拉美_Sa_027,拉美,巴西,跨境电商,合同责任条款修改,客户合规需求说明,44387,P1,中风险,1,0,业务,法务,产品,已关闭,2026-06-01,2026-01-06,待响应,1,5,0,提交法务评估合同修改诉求，明确责任边界、服务可用性和客户使用限制,0
TICKET_096,2026-06-01,CUST_004,拉美_Sa_004,拉美,巴西,游戏出海,专属部署要求,客户合规需求说明,50143,P0,高风险,0,1,业务,法务,产品,已回复客户,2026-06-06,2026-06-09,待响应,1,8,1,评估专属部署可行性、资源成本、交付周期和商业报价影响,1
TICKET_097,2026-05-01,CUST_020,拉美_Sa_020,拉美,墨西哥,教育科技,第三方模型调用说明,客户合规需求说明,54343,P1,低风险,1,1,业务,法务,产品,待法务确认,2026-05-11,,待响应,1,60,1,确认第三方模型供应商、调用边界、数据处理方式和责任划分,0
TICKET_098,2026-04-01,CUST_030,东南_金融_030,东南亚,新加坡,金融科技,专属部署要求,客户合规需求说明,12552,P0,高风险,0,1,业务,法务,产品,处理中,2026-05-01,,待响应,1,90,1,评估专属部署可行性、资源成本、交付周期和商业报价影响,0
TICKET_099,2026-01-01,CUST_014,北美_Sa_014,北美,美国,游戏出海,第三方模型调用说明,客户合规需求说明,48288,P1,高风险,1,1,业务,法务,产品,已关闭,2026-04-01,2026-01-09,待响应,1,8,0,确认第三方模型供应商、调用边界、数据处理方式和责任划分,0
TICKET_100,2026-06-01,CUST_004,拉美_Sa_004,拉美,巴西,游戏出海,合规材料/认证文件提供,客户合规需求说明,40187,P2,中风险,0,0,业务,法务,产品,处理中,2026-06-11,,待响应,0,29,1,提供标准合规材料、认证文件和产品安全说明，必要时整理 FAQ,0
TICKET_101,2026-03-01,CUST_031,东南_Sa_031,东南亚,印尼,跨境电商,数据不出境要求,客户合规需求说明,32379,P1,中风险,1,1,业务,法务,产品,新建,2026-06-01,,待响应,1,121,1,拉通产品和技术确认是否支持区域存储、本地化部署或数据不出境方案，并提交法务评估,0
TICKET_102,2026-06-01,CUST_016,北美_游戏_016,北美,美国,跨境电商,日志留存要求,客户合规需求说明,96177,P0,高风险,0,1,业务,法务,产品,已关闭,2026-06-06,2026-06-09,待响应,1,8,1,拉通产品确认日志留存周期、审计能力、访问权限和可配置范围,1
TICKET_103,2026-05-01,CUST_019,北美_游戏_019,北美,美国,SaaS软件,内容安全审核要求,客户合规需求说明,54894,P1,中风险,0,1,业务,法务,产品,待法务确认,2026-06-01,,待响应,1,60,1,确认内容安全策略、敏感内容拦截机制、人工复核流程和客户侧配置能力,0
TICKET_104,2026-04-01,CUST_030,东南_金融_030,东南亚,新加坡,金融科技,内容安全审核要求,客户合规需求说明,17924,P0,高风险,0,1,业务,法务,产品,待法务确认,2026-06-01,,待响应,1,90,1,确认内容安全策略、敏感内容拦截机制、人工复核流程和客户侧配置能力,0
TICKET_105,2026-06-01,CUST_003,东南_跨境_003,东南亚,新加坡,游戏出海,客户数据是否用于模型训练,客户合规需求说明,78731,P1,低风险,1,1,业务,法务,产品,已关闭,2026-06-01,2026-06-04,待响应,1,3,1,确认客户数据是否用于模型训练、是否隔离存储，并形成标准说明材料,0
TICKET_106,2026-03-01,CUST_019,北美_游戏_019,北美,美国,SaaS软件,日志留存要求,客户合规需求说明,24976,P1,低风险,0,1,业务,法务,产品,已回复客户,2026-05-01,2026-03-04,待响应,1,3,0,拉通产品确认日志留存周期、审计能力、访问权限和可配置范围,0
TICKET_107,2026-06-01,CUST_017,中东_跨境_017,中东,沙特,游戏出海,第三方模型调用说明,客户合规需求说明,69044,P0,高风险,1,1,业务,法务,产品,待法务确认,2026-06-06,,待响应,1,29,1,确认第三方模型供应商、调用边界、数据处理方式和责任划分,1
TICKET_108,2026-04-01,CUST_009,东南_Sa_009,东南亚,泰国,跨境电商,客户数据是否用于模型训练,客户合规需求说明,99412,P0,高风险,1,1,业务,法务,产品,新建,2026-04-06,,待响应,1,90,1,确认客户数据是否用于模型训练、是否隔离存储，并形成标准说明材料,1
TICKET_109,2026-06-01,CUST_001,东南_金融_001,东南亚,新加坡,游戏出海,日志留存要求,客户合规需求说明,59053,P1,低风险,0,1,业务,法务,产品,新建,2026-06-11,,待响应,1,29,1,拉通产品确认日志留存周期、审计能力、访问权限和可配置范围,0
TICKET_110,2026-01-01,CUST_033,中东_金融_033,中东,阿联酋,SaaS软件,合规材料/认证文件提供,客户合规需求说明,64770,P2,中风险,0,0,业务,法务,产品,新建,2026-03-01,,待响应,0,180,1,提供标准合规材料、认证文件和产品安全说明，必要时整理 FAQ,0
TICKET_111,2026-01-01,CUST_035,中东_跨境_035,中东,沙特,游戏出海,数据不出境要求,客户合规需求说明,77305,P1,中风险,1,1,业务,法务,产品,新建,2026-06-01,,待响应,1,180,1,拉通产品和技术确认是否支持区域存储、本地化部署或数据不出境方案，并提交法务评估,0
TICKET_112,2026-05-01,CUST_012,欧洲_教育_012,欧洲,德国,金融科技,客户数据是否用于模型训练,客户合规需求说明,19026,P1,低风险,1,1,业务,法务,产品,已关闭,2026-05-01,2026-05-04,待响应,1,3,1,确认客户数据是否用于模型训练、是否隔离存储，并形成标准说明材料,0
TICKET_113,2026-01-01,CUST_023,拉美_教育_023,拉美,巴西,教育科技,内容安全审核要求,客户合规需求说明,40038,P1,中风险,0,1,业务,法务,产品,已关闭,2026-04-01,2026-01-06,待响应,1,5,0,确认内容安全策略、敏感内容拦截机制、人工复核流程和客户侧配置能力,0
TICKET_114,2026-01-01,CUST_015,欧洲_教育_015,欧洲,荷兰,金融科技,数据不出境要求,客户合规需求说明,44318,P1,高风险,1,1,业务,法务,产品,已回复客户,2026-06-01,2026-01-09,待响应,1,8,0,拉通产品和技术确认是否支持区域存储、本地化部署或数据不出境方案，并提交法务评估,0
TICKET_115,2026-06-01,CUST_036,东南_跨境_036,东南亚,马来西亚,SaaS软件,数据不出境要求,客户合规需求说明,67390,P1,低风险,1,1,业务,法务,产品,已回复客户,2026-06-01,2026-06-04,待响应,1,3,1,拉通产品和技术确认是否支持区域存储、本地化部署或数据不出境方案，并提交法务评估,0
TICKET_116,2026-05-01,CUST_022,东南_游戏_022,东南亚,新加坡,游戏出海,数据不出境要求,客户合规需求说明,79167,P1,低风险,1,1,业务,法务,产品,已关闭,2026-06-01,2026-05-04,待响应,1,3,0,拉通产品和技术确认是否支持区域存储、本地化部署或数据不出境方案，并提交法务评估,0
TICKET_117,2026-06-01,CUST_018,欧洲_教育_018,欧洲,荷兰,教育科技,删除用户数据要求,客户合规需求说明,11102,P1,低风险,0,1,业务,法务,产品,待法务确认,2026-06-16,,待响应,1,29,1,确认数据删除机制、删除范围、日志保留边界和客户操作流程,0
TICKET_118,2026-06-01,CUST_014,北美_Sa_014,北美,美国,游戏出海,专属部署要求,客户合规需求说明,81943,P1,低风险,0,1,业务,法务,产品,处理中,2026-06-06,,待响应,1,29,1,评估专属部署可行性、资源成本、交付周期和商业报价影响,0
TICKET_119,2026-05-01,CUST_037,拉美_跨境_037,拉美,巴西,跨境电商,内容安全审核要求,客户合规需求说明,56007,P0,高风险,0,1,业务,法务,产品,新建,2026-05-01,,待响应,1,60,1,确认内容安全策略、敏感内容拦截机制、人工复核流程和客户侧配置能力,1
TICKET_120,2026-02-01,CUST_004,拉美_Sa_004,拉美,巴西,游戏出海,数据处理协议/DPA,客户合规需求说明,17803,P1,中风险,1,0,业务,法务,产品,待法务确认,2026-03-01,,待响应,1,149,1,提交法务评估 DPA 条款，确认数据处理角色、责任边界和客户签署要求,0
TICKET_121,2026-02-01,CUST_018,欧洲_教育_018,欧洲,荷兰,教育科技,内容安全审核要求,客户合规需求说明,64054,P1,中风险,0,1,业务,法务,产品,处理中,2026-06-01,,待响应,1,149,1,确认内容安全策略、敏感内容拦截机制、人工复核流程和客户侧配置能力,0
TICKET_122,2026-02-01,CUST_006,欧洲_金融_006,欧洲,荷兰,金融科技,数据处理协议/DPA,客户合规需求说明,86083,P1,中风险,1,0,业务,法务,产品,处理中,2026-06-01,,待响应,1,149,1,提交法务评估 DPA 条款，确认数据处理角色、责任边界和客户签署要求,0
TICKET_123,2026-03-01,CUST_010,东南_Sa_010,东南亚,马来西亚,金融科技,数据处理协议/DPA,客户合规需求说明,56068,P1,中风险,1,0,业务,法务,产品,待法务确认,2026-06-01,,待响应,1,121,1,提交法务评估 DPA 条款，确认数据处理角色、责任边界和客户签署要求,0
TICKET_124,2026-02-01,CUST_024,拉美_Sa_024,拉美,墨西哥,跨境电商,数据处理协议/DPA,客户合规需求说明,40358,P1,低风险,1,0,业务,法务,产品,已回复客户,2026-06-01,2026-02-04,待响应,1,3,0,提交法务评估 DPA 条款，确认数据处理角色、责任边界和客户签署要求,0
TICKET_125,2026-03-01,CUST_007,欧洲_跨境_007,欧洲,英国,跨境电商,合同责任条款修改,客户合规需求说明,8442,P1,低风险,1,0,业务,法务,产品,已回复客户,2026-03-01,2026-03-04,待响应,1,3,1,提交法务评估合同修改诉求，明确责任边界、服务可用性和客户使用限制,0
TICKET_126,2026-01-01,CUST_019,北美_游戏_019,北美,美国,SaaS软件,合同责任条款修改,客户合规需求说明,59238,P1,中风险,1,0,业务,法务,产品,已回复客户,2026-04-01,2026-01-06,待响应,1,5,0,提交法务评估合同修改诉求，明确责任边界、服务可用性和客户使用限制,0
TICKET_127,2026-03-01,CUST_009,东南_Sa_009,东南亚,泰国,跨境电商,第三方模型调用说明,客户合规需求说明,40247,P1,中风险,1,1,业务,法务,产品,处理中,2026-06-01,,待响应,1,121,1,确认第三方模型供应商、调用边界、数据处理方式和责任划分,0
TICKET_128,2026-04-01,CUST_018,欧洲_教育_018,欧洲,荷兰,教育科技,数据处理协议/DPA,客户合规需求说明,60194,P1,中风险,1,0,业务,法务,产品,处理中,2026-06-01,,待响应,1,90,1,提交法务评估 DPA 条款，确认数据处理角色、责任边界和客户签署要求,0
TICKET_129,2026-04-01,CUST_039,拉美_金融_039,拉美,巴西,教育科技,数据处理协议/DPA,客户合规需求说明,85828,P1,低风险,1,0,业务,法务,产品,新建,2026-06-01,,待响应,1,90,1,提交法务评估 DPA 条款，确认数据处理角色、责任边界和客户签署要求,0
TICKET_130,2026-03-01,CUST_022,东南_游戏_022,东南亚,新加坡,游戏出海,第三方模型调用说明,客户合规需求说明,86289,P1,中风险,1,1,业务,法务,产品,已关闭,2026-04-01,2026-03-06,待响应,1,5,0,确认第三方模型供应商、调用边界、数据处理方式和责任划分,0
TICKET_131,2026-06-01,CUST_020,拉美_Sa_020,拉美,墨西哥,教育科技,日志留存要求,客户合规需求说明,47030,P0,高风险,0,1,业务,法务,产品,处理中,2026-06-01,,待响应,1,29,1,拉通产品确认日志留存周期、审计能力、访问权限和可配置范围,0
TICKET_132,2026-06-01,CUST_021,欧洲_Sa_021,欧洲,法国,教育科技,第三方模型调用说明,客户合规需求说明,43200,P0,高风险,1,1,业务,法务,产品,已回复客户,2026-06-06,2026-06-09,待响应,1,8,1,确认第三方模型供应商、调用边界、数据处理方式和责任划分,0
TICKET_133,2026-05-01,CUST_026,中东_教育_026,中东,阿联酋,跨境电商,日志留存要求,客户合规需求说明,52843,P1,低风险,0,1,业务,法务,产品,已回复客户,2026-05-11,2026-05-04,待响应,1,3,0,拉通产品确认日志留存周期、审计能力、访问权限和可配置范围,0
TICKET_134,2026-01-01,CUST_029,拉美_Sa_029,拉美,巴西,金融科技,专属部署要求,客户合规需求说明,43185,P0,高风险,0,1,业务,法务,产品,待法务确认,2026-04-01,,待响应,1,180,1,评估专属部署可行性、资源成本、交付周期和商业报价影响,0
TICKET_135,2026-06-01,CUST_017,中东_跨境_017,中东,沙特,游戏出海,专属部署要求,客户合规需求说明,91332,P0,低风险,0,1,业务,法务,产品,已回复客户,2026-06-01,2026-06-04,待响应,1,3,1,评估专属部署可行性、资源成本、交付周期和商业报价影响,0
TICKET_136,2026-05-01,CUST_038,欧洲_跨境_038,欧洲,德国,金融科技,专属部署要求,客户合规需求说明,57534,P0,高风险,0,1,业务,法务,产品,已关闭,2026-05-06,2026-05-09,待响应,1,8,1,评估专属部署可行性、资源成本、交付周期和商业报价影响,1
TICKET_137,2026-06-01,CUST_007,欧洲_跨境_007,欧洲,英国,跨境电商,内容安全审核要求,客户合规需求说明,37536,P0,高风险,0,1,业务,法务,产品,已关闭,2026-06-01,2026-06-09,待响应,1,8,1,确认内容安全策略、敏感内容拦截机制、人工复核流程和客户侧配置能力,0
TICKET_138,2026-01-01,CUST_022,东南_游戏_022,东南亚,新加坡,游戏出海,数据处理协议/DPA,客户合规需求说明,61420,P1,低风险,1,0,业务,法务,产品,已关闭,2026-04-01,2026-01-04,待响应,1,3,0,提交法务评估 DPA 条款，确认数据处理角色、责任边界和客户签署要求,0
TICKET_139,2026-04-01,CUST_029,拉美_Sa_029,拉美,巴西,金融科技,合规材料/认证文件提供,客户合规需求说明,54036,P2,中风险,0,0,业务,法务,产品,新建,2026-06-01,,待响应,0,90,1,提供标准合规材料、认证文件和产品安全说明，必要时整理 FAQ,0
TICKET_140,2026-01-01,CUST_007,欧洲_跨境_007,欧洲,英国,跨境电商,数据处理协议/DPA,客户合规需求说明,43722,P1,中风险,1,0,业务,法务,产品,待法务确认,2026-05-01,,待响应,1,180,1,提交法务评估 DPA 条款，确认数据处理角色、责任边界和客户签署要求,0
TICKET_141,2026-04-01,CUST_030,东南_金融_030,东南亚,新加坡,金融科技,内容安全审核要求,客户合规需求说明,32114,P1,高风险,0,1,业务,法务,产品,已回复客户,2026-06-01,2026-04-09,待响应,1,8,0,确认内容安全策略、敏感内容拦截机制、人工复核流程和客户侧配置能力,0
TICKET_142,2026-01-01,CUST_021,欧洲_Sa_021,欧洲,法国,教育科技,数据处理协议/DPA,客户合规需求说明,13804,P1,中风险,1,0,业务,法务,产品,新建,2026-04-01,,待响应,1,180,1,提交法务评估 DPA 条款，确认数据处理角色、责任边界和客户签署要求,0
TICKET_143,2026-05-01,CUST_016,北美_游戏_016,北美,美国,跨境电商,客户数据是否用于模型训练,客户合规需求说明,72632,P1,低风险,1,1,业务,法务,产品,已回复客户,2026-05-11,2026-05-04,待响应,1,3,0,确认客户数据是否用于模型训练、是否隔离存储，并形成标准说明材料,0
TICKET_144,2026-02-01,CUST_026,中东_教育_026,中东,阿联酋,跨境电商,专属部署要求,客户合规需求说明,87543,P1,低风险,0,1,业务,法务,产品,已关闭,2026-04-01,2026-02-04,待响应,1,3,0,评估专属部署可行性、资源成本、交付周期和商业报价影响,0
TICKET_145,2026-04-01,CUST_029,拉美_Sa_029,拉美,巴西,金融科技,数据不出境要求,客户合规需求说明,82621,P1,中风险,1,1,业务,法务,产品,待法务确认,2026-04-06,,待响应,1,90,1,拉通产品和技术确认是否支持区域存储、本地化部署或数据不出境方案，并提交法务评估,0
TICKET_146,2026-02-01,CUST_037,拉美_跨境_037,拉美,巴西,跨境电商,内容安全审核要求,客户合规需求说明,18336,P1,高风险,0,1,业务,法务,产品,已回复客户,2026-03-01,2026-02-09,待响应,1,8,0,确认内容安全策略、敏感内容拦截机制、人工复核流程和客户侧配置能力,0
TICKET_147,2026-05-01,CUST_017,中东_跨境_017,中东,沙特,游戏出海,内容安全审核要求,客户合规需求说明,92910,P0,中风险,0,1,业务,法务,产品,已关闭,2026-05-06,2026-05-06,待响应,1,5,0,确认内容安全策略、敏感内容拦截机制、人工复核流程和客户侧配置能力,0
TICKET_148,2026-05-01,CUST_023,拉美_教育_023,拉美,巴西,教育科技,客户数据是否用于模型训练,客户合规需求说明,51135,P1,中风险,1,1,业务,法务,产品,处理中,2026-05-01,,待响应,1,60,1,确认客户数据是否用于模型训练、是否隔离存储，并形成标准说明材料,0
TICKET_149,2026-01-01,CUST_008,东南_金融_008,东南亚,马来西亚,SaaS软件,客户数据是否用于模型训练,客户合规需求说明,36270,P1,中风险,1,1,业务,法务,产品,已关闭,2026-06-01,2026-01-06,待响应,1,5,0,确认客户数据是否用于模型训练、是否隔离存储，并形成标准说明材料,0
